threshold_label,tau,a14_benign_flag_n,a14_benign_flag_rate,a14_aivr_n,a14_aivr,a14_pairwise_discordant_n,a14_pairwise_total,a14_pairwise_aivr,n3_auth_flag_n,n3_auth_flag_rate,n3_alt_flag_n,n3_alt_flag_rate,n3_alt_minus_auth_mean,n3_alt_minus_auth_ci95_lo,n3_alt_minus_auth_ci95_hi,n3_base_positive_n,n3_base_zero_n,n3_base_negative_n,balanced_accuracy_descriptive,a14_nondegenerate,a14_central_20_80
breakpoint_155,0.3453168710951019,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
interval_155_156,0.35126600278303777,67,0.6979166666666666,18,0.75,65,144,0.4513888888888889,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
breakpoint_156,0.35721513447097364,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
interval_156_157,0.35833883571816116,68,0.7083333333333334,18,0.75,64,144,0.4444444444444444,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
breakpoint_157,0.3594625369653487,69,0.71875,18,0.75,63,144,0.4375,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
interval_157_158,0.35957888585953446,69,0.71875,18,0.75,63,144,0.4375,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
breakpoint_158,0.35969523475372017,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
interval_158_159,0.3608752006646956,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,42,0.875,47,0.9791666666666666,0.10416666666666667,0.0,0.20833333333333334,6,17,1,0.5520833333333333,1,1
breakpoint_159,0.362055166575671,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,43,0.8958333333333334,47,0.9791666666666666,0.08333333333333333,0.0,0.1875,5,18,1,0.5416666666666666,1,1
interval_159_160,0.3679281415336804,70,0.7291666666666666,18,0.75,62,144,0.4305555555555556,43,0.8958333333333334,47,0.9791666666666666,0.08333333333333333,0.0,0.1875,5,18,1,0.5416666666666666,1,1
breakpoint_160,0.37380111649168984,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,43,0.8958333333333334,47,0.9791666666666666,0.08333333333333333,0.0,0.1875,5,18,1,0.5416666666666666,1,1
interval_160_161,0.38499244593221815,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,43,0.8958333333333334,47,0.9791666666666666,0.08333333333333333,0.0,0.1875,5,18,1,0.5416666666666666,1,1
breakpoint_161,0.39618377537274646,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,43,0.8958333333333334,48,1.0,0.10416666666666667,0.020833333333333332,0.1875,5,19,0,0.5520833333333333,1,1
interval_161_162,0.4147201146900935,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,43,0.8958333333333334,48,1.0,0.10416666666666667,0.020833333333333332,0.1875,5,19,0,0.5520833333333333,1,1
breakpoint_162,0.4332564540074405,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
interval_162_163,0.4358329787723838,71,0.7395833333333334,18,0.75,61,144,0.4236111111111111,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
breakpoint_163,0.43840950353732716,72,0.75,18,0.75,60,144,0.4166666666666667,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
interval_163_164,0.4402431330954423,72,0.75,18,0.75,60,144,0.4166666666666667,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
breakpoint_164,0.4420767626535574,73,0.7604166666666666,18,0.75,59,144,0.4097222222222222,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
interval_164_165,0.4430733841705498,73,0.7604166666666666,18,0.75,59,144,0.4097222222222222,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
breakpoint_165,0.44407000568754224,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
interval_165_166,0.45190275626540544,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,44,0.9166666666666666,48,1.0,0.08333333333333333,0.020833333333333332,0.16666666666666666,4,20,0,0.5416666666666667,1,1
breakpoint_166,0.45973550684326864,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,45,0.9375,48,1.0,0.0625,0.0,0.125,3,21,0,0.53125,1,1
interval_166_167,0.4865738506042858,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,45,0.9375,48,1.0,0.0625,0.0,0.125,3,21,0,0.53125,1,1
breakpoint_167,0.5134121943653029,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,46,0.9583333333333334,48,1.0,0.041666666666666664,0.0,0.10416666666666667,2,22,0,0.5208333333333333,1,1
interval_167_168,0.5140549500232083,74,0.7708333333333334,18,0.75,58,144,0.4027777777777778,46,0.9583333333333334,48,1.0,0.041666666666666664,0.0,0.10416666666666667,2,22,0,0.5208333333333333,1,1
breakpoint_168,0.5146977056811137,75,0.78125,18,0.75,57,144,0.3958333333333333,46,0.9583333333333334,48,1.0,0.041666666666666664,0.0,0.10416666666666667,2,22,0,0.5208333333333333,1,1
