threshold_label,tau,flag_n,flag_rate,aivr_class_n,aivr_class,aivr_pairwise_n,aivr_pairwise_total,aivr_pairwise,p1_sham_n,p1_sham_rate,p1_echo_n,p1_echo_rate,p3_user_n,p3_user_rate,p3_tool_n,p3_tool_rate
interval_81_82,1.1981457129844366,82,0.8541666666666666,14,0.5833333333333334,42,144,0.2916666666666667,14,0.5833333333333334,0,0.0,14,0.5833333333333334,0,0.0
breakpoint_82,1.2479080863229082,83,0.8645833333333334,13,0.5416666666666666,39,144,0.2708333333333333,13,0.5416666666666666,0,0.0,13,0.5416666666666666,0,0.0
interval_82_83,1.268056293340036,83,0.8645833333333334,13,0.5416666666666666,39,144,0.2708333333333333,13,0.5416666666666666,0,0.0,13,0.5416666666666666,0,0.0
breakpoint_83,1.2882045003571638,84,0.875,12,0.5,36,144,0.25,12,0.5,0,0.0,12,0.5,0,0.0
interval_83_84,1.3207404421919833,84,0.875,12,0.5,36,144,0.25,12,0.5,0,0.0,12,0.5,0,0.0
breakpoint_84,1.3532763840268025,85,0.8854166666666666,11,0.4583333333333333,33,144,0.22916666666666666,11,0.4583333333333333,0,0.0,11,0.4583333333333333,0,0.0
interval_84_85,1.385862023615716,85,0.8854166666666666,11,0.4583333333333333,33,144,0.22916666666666666,11,0.4583333333333333,0,0.0,11,0.4583333333333333,0,0.0
breakpoint_85,1.4184476632046297,86,0.8958333333333334,10,0.4166666666666667,30,144,0.20833333333333334,10,0.4166666666666667,0,0.0,10,0.4166666666666667,0,0.0
interval_85_86,1.4203838207588875,86,0.8958333333333334,10,0.4166666666666667,30,144,0.20833333333333334,10,0.4166666666666667,0,0.0,10,0.4166666666666667,0,0.0
breakpoint_86,1.4223199783131453,87,0.90625,9,0.375,27,144,0.1875,9,0.375,0,0.0,9,0.375,0,0.0
interval_86_87,1.4410316062652577,87,0.90625,9,0.375,27,144,0.1875,9,0.375,0,0.0,9,0.375,0,0.0
breakpoint_87,1.4597432342173704,88,0.9166666666666666,8,0.3333333333333333,24,144,0.16666666666666666,8,0.3333333333333333,0,0.0,8,0.3333333333333333,0,0.0
interval_87_88,1.4597494070887458,88,0.9166666666666666,8,0.3333333333333333,24,144,0.16666666666666666,8,0.3333333333333333,0,0.0,8,0.3333333333333333,0,0.0
breakpoint_88,1.4597555799601214,89,0.9270833333333334,7,0.2916666666666667,21,144,0.14583333333333334,7,0.2916666666666667,0,0.0,7,0.2916666666666667,0,0.0
interval_88_89,1.4620735098090212,89,0.9270833333333334,7,0.2916666666666667,21,144,0.14583333333333334,7,0.2916666666666667,0,0.0,7,0.2916666666666667,0,0.0
breakpoint_89,1.464391439657921,90,0.9375,6,0.25,18,144,0.125,6,0.25,0,0.0,6,0.25,0,0.0
interval_89_90,1.4696026066572567,90,0.9375,6,0.25,18,144,0.125,6,0.25,0,0.0,6,0.25,0,0.0
breakpoint_90,1.4748137736565925,91,0.9479166666666666,5,0.20833333333333334,15,144,0.10416666666666667,5,0.20833333333333334,0,0.0,5,0.20833333333333334,0,0.0
interval_90_91,1.5083183440553452,91,0.9479166666666666,5,0.20833333333333334,15,144,0.10416666666666667,5,0.20833333333333334,0,0.0,5,0.20833333333333334,0,0.0
breakpoint_91,1.5418229144540976,92,0.9583333333333334,4,0.16666666666666666,12,144,0.08333333333333333,4,0.16666666666666666,0,0.0,4,0.16666666666666666,0,0.0
interval_91_92,1.5502262979877681,92,0.9583333333333334,4,0.16666666666666666,12,144,0.08333333333333333,4,0.16666666666666666,0,0.0,4,0.16666666666666666,0,0.0
breakpoint_92,1.5586296815214384,93,0.96875,3,0.125,9,144,0.0625,3,0.125,0,0.0,3,0.125,0,0.0
interval_92_93,1.5619286886975408,93,0.96875,3,0.125,9,144,0.0625,3,0.125,0,0.0,3,0.125,0,0.0
breakpoint_93,1.5652276958736433,94,0.9791666666666666,2,0.08333333333333333,6,144,0.041666666666666664,2,0.08333333333333333,0,0.0,2,0.08333333333333333,0,0.0
interval_93_94,1.5854499602400414,94,0.9791666666666666,2,0.08333333333333333,6,144,0.041666666666666664,2,0.08333333333333333,0,0.0,2,0.08333333333333333,0,0.0
breakpoint_94,1.6056722246064397,95,0.9895833333333334,1,0.041666666666666664,3,144,0.020833333333333332,1,0.041666666666666664,0,0.0,1,0.041666666666666664,0,0.0
interval_94_95,1.625744715443555,95,0.9895833333333334,1,0.041666666666666664,3,144,0.020833333333333332,1,0.041666666666666664,0,0.0,1,0.041666666666666664,0,0.0
breakpoint_95,1.6458172062806702,96,1.0,0,0.0,0,144,0.0,0,0.0,0,0.0,0,0.0,0,0.0
above_max,1.6458172098282513,96,1.0,0,0.0,0,144,0.0,0,0.0,0,0.0,0,0.0,0,0.0
tau0,0.0,41,0.4270833333333333,20,0.8333333333333334,61,144,0.4236111111111111,2,0.08333333333333333,17,0.7083333333333334,3,0.125,18,0.75
