threshold_label,tau,omitted_family,n_bases,flag_rate,aivr_class,aivr_pairwise
breakpoint_5,-1.6162538375673468,F4_EMAIL,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
interval_5_6,-1.5441341536413644,F1_CALENDAR,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
interval_5_6,-1.5441341536413644,F2_SLACK,18,0.0,0.0,0.0
interval_5_6,-1.5441341536413644,F3_BANKING,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
interval_5_6,-1.5441341536413644,F4_EMAIL,18,0.08333333333333333,0.3333333333333333,0.16666666666666666
breakpoint_6,-1.472014469715382,F1_CALENDAR,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
breakpoint_6,-1.472014469715382,F2_SLACK,18,0.0,0.0,0.0
breakpoint_6,-1.472014469715382,F3_BANKING,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
breakpoint_6,-1.472014469715382,F4_EMAIL,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
interval_6_7,-1.4454979961250092,F1_CALENDAR,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
interval_6_7,-1.4454979961250092,F2_SLACK,18,0.0,0.0,0.0
interval_6_7,-1.4454979961250092,F3_BANKING,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
interval_6_7,-1.4454979961250092,F4_EMAIL,18,0.09722222222222222,0.3333333333333333,0.17592592592592593
breakpoint_7,-1.418981522534636,F1_CALENDAR,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
breakpoint_7,-1.418981522534636,F2_SLACK,18,0.0,0.0,0.0
breakpoint_7,-1.418981522534636,F3_BANKING,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
breakpoint_7,-1.418981522534636,F4_EMAIL,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
interval_7_8,-1.4089712260208866,F1_CALENDAR,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
interval_7_8,-1.4089712260208866,F2_SLACK,18,0.0,0.0,0.0
interval_7_8,-1.4089712260208866,F3_BANKING,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
interval_7_8,-1.4089712260208866,F4_EMAIL,18,0.1111111111111111,0.3333333333333333,0.18518518518518517
breakpoint_8,-1.3989609295071372,F1_CALENDAR,18,0.125,0.3333333333333333,0.19444444444444445
breakpoint_8,-1.3989609295071372,F2_SLACK,18,0.0,0.0,0.0
breakpoint_8,-1.3989609295071372,F3_BANKING,18,0.125,0.3333333333333333,0.19444444444444445
breakpoint_8,-1.3989609295071372,F4_EMAIL,18,0.125,0.3333333333333333,0.19444444444444445
interval_8_9,-1.3835628817242167,F1_CALENDAR,18,0.125,0.3333333333333333,0.19444444444444445
interval_8_9,-1.3835628817242167,F2_SLACK,18,0.0,0.0,0.0
interval_8_9,-1.3835628817242167,F3_BANKING,18,0.125,0.3333333333333333,0.19444444444444445
interval_8_9,-1.3835628817242167,F4_EMAIL,18,0.125,0.3333333333333333,0.19444444444444445
breakpoint_9,-1.368164833941296,F1_CALENDAR,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
breakpoint_9,-1.368164833941296,F2_SLACK,18,0.0,0.0,0.0
breakpoint_9,-1.368164833941296,F3_BANKING,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
breakpoint_9,-1.368164833941296,F4_EMAIL,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
interval_9_10,-1.3605019636913593,F1_CALENDAR,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
interval_9_10,-1.3605019636913593,F2_SLACK,18,0.0,0.0,0.0
interval_9_10,-1.3605019636913593,F3_BANKING,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
interval_9_10,-1.3605019636913593,F4_EMAIL,18,0.1388888888888889,0.3333333333333333,0.2037037037037037
breakpoint_10,-1.352839093441423,F1_CALENDAR,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
breakpoint_10,-1.352839093441423,F2_SLACK,18,0.0,0.0,0.0
breakpoint_10,-1.352839093441423,F3_BANKING,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
breakpoint_10,-1.352839093441423,F4_EMAIL,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
interval_10_11,-1.334400444169062,F1_CALENDAR,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
interval_10_11,-1.334400444169062,F2_SLACK,18,0.0,0.0,0.0
interval_10_11,-1.334400444169062,F3_BANKING,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
interval_10_11,-1.334400444169062,F4_EMAIL,18,0.1527777777777778,0.3333333333333333,0.21296296296296297
breakpoint_11,-1.315961794896701,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_11,-1.315961794896701,F2_SLACK,18,0.0,0.0,0.0
breakpoint_11,-1.315961794896701,F3_BANKING,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_11,-1.315961794896701,F4_EMAIL,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_11_12,-1.1860974436843648,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_11_12,-1.1860974436843648,F2_SLACK,18,0.0,0.0,0.0
interval_11_12,-1.1860974436843648,F3_BANKING,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_11_12,-1.1860974436843648,F4_EMAIL,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_12,-1.0562330924720285,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_12,-1.0562330924720285,F2_SLACK,18,0.013888888888888888,0.05555555555555555,0.027777777777777776
breakpoint_12,-1.0562330924720285,F3_BANKING,18,0.18055555555555555,0.3888888888888889,0.25
breakpoint_12,-1.0562330924720285,F4_EMAIL,18,0.18055555555555555,0.3888888888888889,0.25
interval_12_13,-1.0426483298768654,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
interval_12_13,-1.0426483298768654,F2_SLACK,18,0.013888888888888888,0.05555555555555555,0.027777777777777776
interval_12_13,-1.0426483298768654,F3_BANKING,18,0.18055555555555555,0.3888888888888889,0.25
interval_12_13,-1.0426483298768654,F4_EMAIL,18,0.18055555555555555,0.3888888888888889,0.25
breakpoint_13,-1.0290635672817023,F1_CALENDAR,18,0.16666666666666666,0.3333333333333333,0.2222222222222222
breakpoint_13,-1.0290635672817023,F2_SLACK,18,0.027777777777777776,0.1111111111111111,0.05555555555555555
breakpoint_13,-1.0290635672817023,F3_BANKING,18,0.19444444444444445,0.4444444444444444,0.2777777777777778
